#친북
#좌파
#이중잣대
#반미
#좌빨들
#친중
#좌좀
#문화계
#좀비
#정치단체
#운동권
#문슬람
#친노
#좌익
#반일
#조직적
#신자
#우익
#좌빨방송들
좌연합뉴스	0.9747698307037354
좌이티엔	0.9582539796829224
암베지	0.9172130823135376
무디스	0.9106404185295105
노좆	0.8966337442398071
한경오	0.8947018384933472
산동	0.8820666074752808
주노총	0.8734129667282104
무뇌보지	0.8713070154190063
틀딱새끼들	0.8610527515411377
틀리앙	0.8572497367858887
경북괴	0.8519729375839233
돌게임	0.8498033285140991
게이드라	0.8478577733039856
회원이노	0.8468846678733826
햇갈	0.8467494249343872
조여정	0.8454599380493164
개비쌈	0.844596266746521
히뽕	0.8441520929336548
양지열	0.8441109657287598
동아랑	0.843555748462677
▒║▓▓▓▓	0.8435116410255432
방위대	0.8434397578239441
똥꾸녁	0.842535138130188
런런따	0.8424615263938904
콧싸	0.8416675329208374
닉바꿔	0.8411248326301575
조자룡	0.8406786918640137
후리중궈	0.8402605652809143
아덜문죶	0.8401473760604858
#스탠스
#광우
#단체들
#저지랄한
#실천력
#극우
#위선
